ma_bds,dien_tich_su_dung_m2,gia(ty),phap_ly,ngay_dang,phuong_xa,quan_huyen,thanh_pho,nha_tam,phong_ngu,dien_tich_dat_m2
22677733,,21.5,Sổ đỏ,2025-05-10,Quang Trung - Phường Phú La,Hà Đông,Hà Nội,4,6,50.0
22677732,,6.3,Sổ đỏ,2025-05-10,Quang Trung - Phường Quang Trung,Hà Đông,Hà Nội,3,3,24.0
22679319,,17.8,Sổ đỏ,2025-05-10,Phố Tố Hữu - Phường Vạn Phúc,Hà Đông,Hà Nội,6,6,50.0
22679080,,28.8,Sổ đỏ,2025-05-10,Lê Trọng Tấn - Phường Dương Nội,Hà Đông,Hà Nội,5,5,120.0
22679078,54.0,11.7,Sổ đỏ,2025-05-10,Yên Xá,None,Hà Nội,15,15,
22679074,,15.5,Sổ đỏ,2025-05-10,Mậu Lương - Phường Kiến Hưng,Hà Đông,Hà Nội,1,1,50.0
22679072,,4.2,Sổ đỏ,2025-05-10,Yên Bình - Phường Yên Nghĩa,Hà Đông,Hà Nội,4,3,33.0
22679068,,15.0,Sổ đỏ,2025-05-10,Lê Trọng Tấn - Phường La Khê,Hà Đông,Hà Nội,7,14,50.0
22679060,,6.6,Sổ đỏ,2025-05-10,Ngô Quyền - Phường Vạn Phúc,Hà Đông,Hà Nội,,,32.0
22679053,,10.85,Sổ đỏ,2025-05-10,Huỳnh Thúc Kháng - Phường Yết Kiêu,Hà Đông,Hà Nội,3,4,42.0
22679033,,10.0,Sổ đỏ,2025-05-10,Ỷ La - Phường Dương Nội,Hà Đông,Hà Nội,,,50.0
22679027,56.0,21.5,Sổ đỏ,2025-05-10,Lê Trọng Tấn - Phường La Khê,Hà Đông,Hà Nội,7,3,50.0
22679021,50.0,18.4,Sổ đỏ,2025-05-10,Phố Tố Hữu - Phường La Khê,Hà Đông,Hà Nội,5,3,48.0
22678991,,5.9,Sổ đỏ,2025-05-10,Huyền Kỳ - Phường Phú Lương,Hà Đông,Hà Nội,3,6,33.0
22677889,,5.5,Sổ đỏ,2025-05-10,Nhân Huệ - Phường Đồng Mai,Hà Đông,Hà Nội,4,3,30.0
22678082,,6.2,Sổ đỏ,2025-05-10,Yên Nghĩa - Phường Yên Nghĩa,Hà Đông,Hà Nội,4,4,29.0
22677881,,13.0,Sổ đỏ,2025-05-10,Văn Phú - Phường Phú La,Hà Đông,Hà Nội,3,4,46.0
22677836,,13.98,Sổ đỏ,2025-05-10,Trần Phú - Phường Mộ Lao,Hà Đông,Hà Nội,5,4,49.0
22677786,,9.1,Sổ đỏ,2025-05-10,Cầu Đơ - Phường Hà Cầu,Hà Đông,Hà Nội,4,3,33.0
22676766,33.0,5.7,Sổ đỏ,2025-05-10,Đa Sỹ - Phường Kiến Hưng,Hà Đông,Hà Nội,4,3,33.0
22678639,35.0,12.2,Sổ đỏ,2025-05-10,Phương Liệt - Phường Phương Liệt,Thanh Xuân,Hà Nội,4,6,30.0
22678638,,7.1,Sổ đỏ,2025-05-10,Mậu Lương - Phường Kiến Hưng,Hà Đông,Hà Nội,4,3,31.0
22678633,,14.5,Sổ đỏ,2025-05-10,Lê Trọng Tấn - Phường Dương Nội,Hà Đông,Hà Nội,,,50.0
22678628,,4.1,Sổ đỏ,2025-05-10,Cổ Bản - Nhân Sơn - Phường Đồng Mai,Hà Đông,Hà Nội,4,4,31.0
